S. No,First Name,Email ID,Quantity,Events,Attendee Status,College Name,How did you come to know about this event?,Promotional Platforms,Others ,Designation,Year of Graduation,City,CGPA,CGPA Category,Experience with python (Months),Python Experience Level,Family Income,Expected salary (Lac),Expected Salary Category,Leadership- skills
3936,Debolina,debolina@xyz.com,1,Hello ML and DL,Attending,New Horizon Institute Of Technology And Management ,Email,Email,,Students,2024,Dwarka,6.5,6.0 - 7.0,5,Intermediate,0-2 Lakh,8,5-10 LPA,yes
3937,Darshil,darshil@xyz.com,1,Hello ML and DL,Attending,"Mit Academy Of Engineering ,Alandi",Others,Others,N/A,Students,2023,Junagadh,8.1,8.1-9.0,4,Beginner,0-2 Lakh,23,20-40LPA,no 
3938,Sheik,sheik@xyz.com,1,Hello ML and DL,Attending,A. C. Patil College Of Engineering,Whatsapp,Whatsapp,,Students,2026,Kheda,9.7,9.1-10,7,Expert,0-2 Lakh,15,10-20LPA,yes
3939,Razeen,razeen@xyz.com,1,Hello ML and DL,Attending,Wilson College ,Whatsapp,Whatsapp,,Students,2025,Morbi,9.3,9.1-10,5,Intermediate,0-2 Lakh,8,5-10 LPA,yes
3940,Sridhar ,sridhar@xyz.com,1,Hello ML and DL,Attending,"Thakur Institute Of Management Studies, Career Development & Research - [Timscdr]",Others,Others,N/A,Students,2023,Okha,7.8,7.1-8.0,4,Beginner,0-2 Lakh,17,10-20LPA,no
3941,Abishek,abishek@xyz.com,1,Hello ML and DL,Attending,Lokmanya Tilak College Of Engineering Koparkhairane Navi Mumbai,Others,Others,N/A,Students,2025,Rajkot,7.9,7.1-8.0,3,Beginner,0-2 Lakh,13,10-20LPA,yes
3942,Himami,himami@xyz.com,1,Hello ML and DL,Attending,"Vidyalankar Institute Of Technology, Mumbai",LinkedIn,LinkedIn,,Students,2025,Valsad,8.7,8.1-9.0,7,Expert,0-2 Lakh,15,10-20LPA,no
3943,Divyalakshmi,divyalakshmi@xyz.com,1,Hello ML and DL,Attending,Chhattisgarh Swami Vivekananda Technical University Teaching Department Bhilai,LinkedIn,LinkedIn,,Students,2024,Ambala,8.3,8.1-9.0,5,Intermediate,0-2 Lakh,19,10-20LPA,no
3944,Harshita,harshita@xyz.com,1,Hello ML and DL,Attending,Silicon Institute Of Technology,Whatsapp,Whatsapp,,Students,2026,Chandigarh,9.4,9.1-10,5,Intermediate,0-2 Lakh,18,10-20LPA,no
3945,Srimanthula,srimanthula@xyz.com,1,Hello ML and DL,Attending,Adhiyamaan College Of Engineering,Youtube | Others,Youtube ,,Students,2024,Faridabad,8.6,8.1-9.0,7,Expert,0-2 Lakh,12,10-20LPA,no
3946,Naqiyah,naqiyah@xyz.com,1,Hello ML and DL,Attending,St Xavier'S College ,Email,Email,,Students,2025,Jind,7.7,7.1-8.0,3,Beginner,0-2 Lakh,9,5-10 LPA,no 
3947,Shubhranshu,shubhranshu@xyz.com,1,Hello ML and DL,Attending,"Vidyalankar Institute Of Technology, Mumbai",Email,Email,,Students,2025,Kaithal,7.5,7.1-8.0,4,Beginner,0-2 Lakh,7,5-10 LPA,no 
3948,K,k@xyz.com,1,Hello ML and DL,Attending,"S.I.E.S. Graduate School Of Technology, Nerul, Navi Mumbai",Whatsapp,Whatsapp,,Students,2024,Nizambad,7.2,7.1-8.0,3,Beginner,0-2 Lakh,13,10-20LPA,yes
3949,Aditya Prasad,adityaprasad@xyz.com,1,Hello ML and DL,Attending,Government Polytechnic Gandhinagar,Youtube,Youtube,,Students,2024,Agra,7.3,7.1-8.0,5,Intermediate,0-2 Lakh,25,20-40LPA,no
3950,Priyansu,priyansu@xyz.com,1,Hello ML and DL,Attending,"B. K. Birla College Of Arts, Science & Commerce (Autonomous), Kalyan",LinkedIn,LinkedIn,,Students,2023,Aligarh,7.3,7.1-8.0,3,Beginner,0-2 Lakh,22,20-40LPA,no
3951,Khushbu,khushbu@xyz.com,1,Hello ML and DL,Attending,G H Raisoni Institut Of Engineering And Technology Pune,Email,Email,,Students,2024,Ghaziabad,6.6,6.0 - 7.0,5,Intermediate,0-2 Lakh,20,10-20LPA,no
3952,Yoginee,yoginee@xyz.com,1,Hello ML and DL,Attending,Government Polytechnic Gandhinagar,Whatsapp,Whatsapp,,Students,2025,Gonda,8.5,8.1-9.0,5,Intermediate,0-2 Lakh,15,10-20LPA,no
3953,Sweta,sweta@xyz.com,1,Hello ML and DL,Attending,"Kle Society'S College Of Bca, Rls Institute, Belagavi",Whatsapp,Whatsapp,,Students,2026,Deoria,7.9,7.1-8.0,4,Beginner,0-2 Lakh,13,10-20LPA,no
3954,Rackshana,rackshana@xyz.com,1,Hello ML and DL,Attending,New Horizon Institute Of Technology And Management ,Whatsapp,Whatsapp,,Students,2025,Kanpur,7.7,7.1-8.0,5,Intermediate,0-2 Lakh,10,5-10 LPA,no 
3955,Vijay,vijay@xyz.com,1,Product Marketing,Attending,Late G. N. Sapkal College Of Engineering,SPOC/ College Professor,SPOC/ College Professor,,Students,2025,Talmuk,9.3,9.1-10,3,Beginner,0-2 Lakh,20,10-20LPA,yes
3956,Shrinivas,shrinivas@xyz.com,1,Product Marketing,Attending,Chhattisgarh Swami Vivekananda Technical University Teaching Department Bhilai,Whatsapp,Whatsapp,,Students,2024,Akola,6.7,6.0 - 7.0,4,Beginner,0-2 Lakh,8,5-10 LPA,no
3957,Praveen Kumar,praveenkumar@xyz.com,1,Product Marketing,Attending,Silicon Institute Of Technology,Whatsapp | SPOC/ College Professor,Whatsapp ,,Students,2023,Aurangabad,7.1,7.1-8.0,5,Intermediate,0-2 Lakh,7,5-10 LPA,no
3958,Harpreet,harpreet@xyz.com,1,Product Marketing,Attending,St Xavier'S College ,Whatsapp | Friend/ Classmate,Whatsapp ,,Students,2025,Buldhana,7.9,7.1-8.0,7,Expert,0-2 Lakh,24,20-40LPA,no 
3959,Lokesh Kumar,lokeshkumar@xyz.com,1,Product Marketing,Attending,"Vidyalankar Institute Of Technology, Mumbai",SPOC/ College Professor,SPOC/ College Professor,,Students,2026,Dhule,7.3,7.1-8.0,7,Expert,0-2 Lakh,8,5-10 LPA,yes
3960,Mahek,mahek@xyz.com,1,Product Marketing,Attending,Lokmanya Tilak College Of Engineering Koparkhairane Navi Mumbai,Whatsapp,Whatsapp,,Students,2024,Jalgaon,7.3,7.1-8.0,7,Expert,0-2 Lakh,19,10-20LPA,yes
3961,Leena,leena@xyz.com,1,Product Marketing,Attending,Silicon Institute Of Technology,Whatsapp,Whatsapp,,Students,2025,Mumbai,8.4,8.1-9.0,7,Expert,0-2 Lakh,9,5-10 LPA,yes
3962,Maria Christina ,mariachristina@xyz.com,1,Product Marketing,Attending,Adhiyamaan College Of Engineering,Whatsapp,Whatsapp,,Students,2025,Nagpur,6.7,6.0 - 7.0,7,Expert,0-2 Lakh,8,5-10 LPA,no
3963,Anju,anju@xyz.com,1,Product Marketing,Attending,"Vidyalankar Institute Of Technology, Mumbai",SPOC/ College Professor,SPOC/ College Professor,,Students,2024,Patiala,9.9,9.1-10,4,Beginner,0-2 Lakh,8,5-10 LPA,no
3964,Semil,semil@xyz.com,1,Product Marketing,Attending,A. C. Patil College Of Engineering,Youtube | Email,Youtube ,,Students,2026,Sangrur,7.6,7.1-8.0,7,Expert,0-2 Lakh,9,5-10 LPA,yes
3965,Mousumi,mousumi@xyz.com,1,Product Marketing,Attending,"B. K. Birla College Of Arts, Science & Commerce (Autonomous), Kalyan",Whatsapp,Whatsapp,,Students,2023,Jhalwar,7.2,7.1-8.0,4,Beginner,0-2 Lakh,18,10-20LPA,no
3966,Sanjeev,sanjeev@xyz.com,1,Product Marketing,Attending,"Kle Society'S College Of Bca, Rls Institute, Belagavi",Whatsapp,Whatsapp,,Students,2025,Kota,8,7.1-8.0,3,Beginner,0-2 Lakh,23,20-40LPA,yes
3967,Pritam ,pritam@xyz.com,1,Product Marketing,Attending,"Priyadarshini College Of Engineering, Nagpur ",Whatsapp,Whatsapp,,Students,2025,Pali,8.5,8.1-9.0,7,Expert,0-2 Lakh,8,5-10 LPA,no
3968,Rajat,rajat@xyz.com,1,Product Marketing,Attending,New Horizon Institute Of Technology And Management ,Whatsapp,Whatsapp,,Students,2024,Ahemdabad,9.1,9.1-10,5,Intermediate,0-2 Lakh,7,5-10 LPA,no
3969,Capt Sachin,captsachin@xyz.com,1,Product Marketing,Attending,"Symbiosis Institute Of Technology, Pune",SPOC/ College Professor,SPOC/ College Professor,,Students,2024,Dwarka,8.7,8.1-9.0,7,Expert,0-2 Lakh,19,10-20LPA,no
3970,Dnyandeo,dnyandeo@xyz.com,1,Product Marketing,Attending,"Mit Academy Of Engineering ,Alandi",SPOC/ College Professor,SPOC/ College Professor,,Students,2025,Godhra,6.5,6.0 - 7.0,7,Expert,0-2 Lakh,25,20-40LPA,yes
3971,Swayam,swayam@xyz.com,1,Product Marketing,Attending,A. C. Patil College Of Engineering,Whatsapp | SPOC/ College Professor,Whatsapp ,,Students,2023,Jamnagar,8.8,8.1-9.0,5,Intermediate,0-2 Lakh,22,20-40LPA,yes
3972,Durga Prasad,durgaprasad@xyz.com,1,Product Marketing,Attending,Wilson College ,Whatsapp,Whatsapp,,Students,2025,Junagadh,9.3,9.1-10,3,Beginner,0-2 Lakh,6,5-10 LPA,no 
3973,Debashish,debashish@xyz.com,1,Product Marketing,Attending,"Ld College Of Engineering, Ahmedabad, Gujarat ",SPOC/ College Professor,SPOC/ College Professor,,Students,2024,Kheda,7.6,7.1-8.0,4,Beginner,0-2 Lakh,9,5-10 LPA,no 
3974,Nansi,nansi@xyz.com,1,Product Marketing,Attending,Dkte Society'S Textile And Engineering Institute Ichalkaranji,SPOC/ College Professor,SPOC/ College Professor,,Students,2026,Morbi,6.5,6.0 - 7.0,5,Intermediate,0-2 Lakh,20,10-20LPA,yes
3975,Subhashree,subhashree@xyz.com,1,Product Marketing,Attending,"Mit Academy Of Engineering ,Alandi",Email | SPOC/ College Professor,Email ,,Students,2024,Nadiad,8.7,8.1-9.0,4,Beginner,0-2 Lakh,15,10-20LPA,yes
3976,Sanjukta,sanjukta@xyz.com,1,Product Marketing,Attending,Wilson College ,Whatsapp,Whatsapp,,Students,2023,Okha,9.2,9.1-10,4,Beginner,0-2 Lakh,19,10-20LPA,no
3977,Prateek,prateek@xyz.com,1,Product Marketing,Attending,"Ld College Of Engineering, Ahmedabad, Gujarat ",Whatsapp,Whatsapp,,Students,2025,Rajkot,7.3,7.1-8.0,5,Intermediate,0-2 Lakh,13,10-20LPA,no
3978,Soubhagya,soubhagya@xyz.com,1,Product Marketing,Attending,Dkte Society'S Textile And Engineering Institute Ichalkaranji,Cloud Counselage Website | Friend/ Classmate | SPOC/ College Professor,Cloud Counselage Website ,,Students,2025,Surat,7.6,7.1-8.0,4,Beginner,0-2 Lakh,11,10-20LPA,yes
3979,Sritam ,sritam@xyz.com,1,Product Marketing,Attending,"Thakur Institute Of Management Studies, Career Development & Research - [Timscdr]",Cloud Counselage Website,Cloud Counselage Website,,Students,2024,Valsad,7.1,7.1-8.0,4,Beginner,0-2 Lakh,12,10-20LPA,no
3980,Dhammajyoti,dhammajyoti@xyz.com,1,Product Marketing,Attending,Adhiyamaan College Of Engineering,Friend/ Classmate,Friend/ Classmate,,Students,2025,Vijaywada,7.5,7.1-8.0,5,Intermediate,0-2 Lakh,20,10-20LPA,yes
3981,Lekansh,lekansh@xyz.com,1,Product Marketing,Attending,Pillai College Of Engineering New Panvel,Email | Cloud Counselage Website | Telegram,Email ,,Students,2025,Guwahati,7.4,7.1-8.0,7,Expert,0-2 Lakh,9,5-10 LPA,no 
3982,M.H.Saboo,m.h.saboo@xyz.com,1,Product Marketing,Attending,A. C. Patil College Of Engineering,SPOC/ College Professor,SPOC/ College Professor,,Students,2024,Sivasagar,6.7,6.0 - 7.0,4,Beginner,0-2 Lakh,7,5-10 LPA,no
3983,Souvik,souvik@xyz.com,1,Product Marketing,Attending,Dkte Society'S Textile And Engineering Institute Ichalkaranji,Cloud Counselage Website,Cloud Counselage Website,,Students,2025,Aurangabad,7.9,7.1-8.0,5,Intermediate,0-2 Lakh,16,10-20LPA,yes
3984,Vinaykumar,vinaykumar@xyz.com,1,Product Marketing,Attending,"B. K. Birla College Of Arts, Science & Commerce (Autonomous), Kalyan",Cloud Counselage Website,Cloud Counselage Website,,Students,2024,Buldhana,8.7,8.1-9.0,7,Expert,0-2 Lakh,20,10-20LPA,no
3985,Aum,aum@xyz.com,1,Product Marketing,Attending,"Vishwakarma Institute Of Technology, Pune",Cloud Counselage Website,Cloud Counselage Website,,Students,2023,Dhule,8.2,8.1-9.0,7,Expert,0-2 Lakh,9,5-10 LPA,no
3986,Chinmaya Kumar,chinmayakumar@xyz.com,1,Product Marketing,Attending,"Priyadarshini College Of Engineering, Nagpur ",Email,Email,,Students,2025,Kalyan,7.1,7.1-8.0,4,Beginner,0-2 Lakh,24,20-40LPA,yes
3987,Priyansh,priyansh@xyz.com,1,Product Marketing,Attending,New Horizon Institute Of Technology And Management ,Instagram,Instagram,,Students,2024,Navi Mumbai,9.1,9.1-10,7,Expert,0-2 Lakh,31,20-40LPA,no 
3988,Subhasmita,subhasmita@xyz.com,1,Product Marketing,Attending,Late G. N. Sapkal College Of Engineering,Facebook,Facebook,,Students,2023,Mumbai,9.5,9.1-10,5,Intermediate,0-2 Lakh,21,20-40LPA,yes
3989,Aryan Pratyush,aryanpratyush@xyz.com,1,Product Marketing,Attending,Wilson College ,Youtube,Youtube,,Students,2025,Amritsar,6.5,6.0 - 7.0,5,Intermediate,0-2 Lakh,7,5-10 LPA,no
3990,Nishtha,nishtha@xyz.com,1,Product Marketing,Attending,"Ld College Of Engineering, Ahmedabad, Gujarat ",Whatsapp,Whatsapp,,Students,2023,Bikaner,8.6,8.1-9.0,4,Beginner,0-2 Lakh,19,10-20LPA,no
3991,Dileep,dileep@xyz.com,1,Product Marketing,Attending,"Priyadarshini College Of Engineering, Nagpur ",Whatsapp,Whatsapp,,Students,2025,Jodhpur,9.9,9.1-10,4,Beginner,0-2 Lakh,9,5-10 LPA,no 
3992,Swetaparna ,swetaparna@xyz.com,1,Product Marketing,Attending,Chhattisgarh Swami Vivekananda Technical University Teaching Department Bhilai,Whatsapp,Whatsapp,,Students,2024,Pali,9.5,9.1-10,3,Beginner,7 Lakh+,19,10-20LPA,yes
3993,Bs ,bs@xyz.com,1,Product Marketing,Attending,Silicon Institute Of Technology,Email,Email,,Students,2026,Sikar,9.8,9.1-10,5,Intermediate,0-2 Lakh,8,5-10 LPA,no
3994,Sudhanshu,sudhanshu@xyz.com,1,Product Marketing,Attending,Adhiyamaan College Of Engineering,Email,Email,,Students,2023,Ahemdabad,9.6,9.1-10,5,Intermediate,0-2 Lakh,8,5-10 LPA,no
3995,Ar. Priyanka,ar.priyanka@xyz.com,1,Product Marketing,Attending,Don Bosco College Of Engineering Fatorda Goa,SPOC/ College Professor,SPOC/ College Professor,,Students,2024,Amreli,9.6,9.1-10,7,Expert,0-2 Lakh,17,10-20LPA,no
3996,Karishma,karishma@xyz.com,1,Product Marketing,Attending,St Xavier'S College ,SPOC/ College Professor,SPOC/ College Professor,,Students,2025,Godhra,9.1,9.1-10,3,Beginner,0-2 Lakh,7,5-10 LPA,no
3997,Chinmaya,chinmaya@xyz.com,1,Product Marketing,Attending,"Priyadarshini College Of Engineering, Nagpur ",LinkedIn,LinkedIn,,Students,2024,Junagadh,9.5,9.1-10,5,Intermediate,0-2 Lakh,5,5-10 LPA,no
3998,Dr.Mahendra Prasad,dr.mahendraprasad@xyz.com,1,Product Marketing,Attending,"Vidyalankar Institute Of Technology, Mumbai",Whatsapp,Whatsapp,,Students,2023,Kheda,6.8,6.0 - 7.0,4,Beginner,0-2 Lakh,6,5-10 LPA,no
3999,Paras,paras@xyz.com,1,IAC - Q&A,Attending,Silicon Institute Of Technology,N/A,N/A,,Professor,2025,Nadiad,9.9,9.1-10,5,Intermediate,0-2 Lakh,7,5-10 LPA,yes
4000,Jyotsna,jyotsna@xyz.com,1,IAC - Q&A,Attending,Don Bosco College Of Engineering Fatorda Goa,N/A,N/A,,Asst. Professor,2025,Okha,6.7,6.0 - 7.0,7,Expert,0-2 Lakh,8,5-10 LPA,no 
4001,Khushmita,khushmita@xyz.com,1,IAC - Q&A,Attending,Pillai College Of Engineering New Panvel,N/A,N/A,,Students,2026,Rajkot,7.6,7.1-8.0,3,Beginner,0-2 Lakh,5,5-10 LPA,no 
4002,Charandad,charandad@xyz.com,1,IAC - Q&A,Attending,St Xavier'S College ,N/A,N/A,,Students,2024,Surat,8.3,8.1-9.0,3,Beginner,0-2 Lakh,6,5-10 LPA,yes
4003,Subhalaxmi,subhalaxmi@xyz.com,1,IAC - Q&A,Attending,"Vishwakarma Institute Of Technology, Pune",N/A,N/A,,Students,2025,Faridabad,8.5,8.1-9.0,5,Intermediate,0-2 Lakh,5,5-10 LPA,no
4004,Sagar Kumar ,sagarkumar@xyz.com,1,IAC - Q&A,Attending,"Kle Society'S College Of Bca, Rls Institute, Belagavi",N/A,N/A,,Students,2025,Kunrool,8.5,8.1-9.0,5,Intermediate,0-2 Lakh,7,5-10 LPA,yes
4005,Toshal,toshal@xyz.com,1,IAC - Q&A,Attending,"Priyadarshini College Of Engineering, Nagpur ",N/A,N/A,,Students,2024,Tirupati,8.8,8.1-9.0,7,Expert,0-2 Lakh,9,5-10 LPA,no
4006,Deepika,deepika@xyz.com,1,IAC - Q&A,Attending,New Horizon Institute Of Technology And Management ,N/A,N/A,,Students,2023,Eluru,7.5,7.1-8.0,7,Expert,0-2 Lakh,8,5-10 LPA,no
4007,Gaurav Vitthal,gauravvitthal@xyz.com,1,IAC - Q&A,Attending,Wilson College ,N/A,N/A,,Asst. Professor,2024,Burani,9.9,9.1-10,4,Beginner,0-2 Lakh,12,10-20LPA,no 
4008,Nikunj,nikunj@xyz.com,1,IAC - Q&A,Attending,Dkte Society'S Textile And Engineering Institute Ichalkaranji,N/A,N/A,,Asst. Professor,2025,Aurangabad,7.9,7.1-8.0,3,Beginner,0-2 Lakh,20,10-20LPA,yes
4009,Madhulika,madhulika@xyz.com,1,IAC - Q&A,Attending,"Thakur Institute Of Management Studies, Career Development & Research - [Timscdr]",N/A,N/A,,Asst. Professor,2023,Bhandara,7.7,7.1-8.0,4,Beginner,0-2 Lakh,20,10-20LPA,yes
4010,Butchi,butchi@xyz.com,1,IAC - Q&A,Attending,"Vidyalankar Institute Of Technology, Mumbai",N/A,N/A,,Students,2023,Nagpur,7.5,7.1-8.0,4,Beginner,0-2 Lakh,21,20-40LPA,yes
4011,Minal,minal@xyz.com,1,IAC - Q&A,Attending,G H Raisoni Institut Of Engineering And Technology Pune,N/A,N/A,,Asst. Professor,2026,Mahe,7.5,7.1-8.0,3,Beginner,0-2 Lakh,21,20-40LPA,no 
4012,Irshad Ahmed Tufel Ahmed ,irshadahmedtufelahmed@xyz.com,1,IAC - Q&A,Attending,Government Polytechnic Gandhinagar,N/A,N/A,,Students,2024,Amritsar,6.9,6.0 - 7.0,3,Beginner,0-2 Lakh,23,20-40LPA,no 
4013,Nimai,nimai@xyz.com,1,IAC - Q&A,Attending,"B. K. Birla College Of Arts, Science & Commerce (Autonomous), Kalyan",N/A,N/A,,HoD,2023,Patiala,7.6,7.1-8.0,7,Expert,0-2 Lakh,9,5-10 LPA,yes
4014,Ashishkumar,ashishkumar@xyz.com,1,IAC - Q&A,Attending,Government Polytechnic Gandhinagar,N/A,N/A,,Students,2024,Barmer,8.7,8.1-9.0,7,Expert,0-2 Lakh,19,10-20LPA,no
4015,Abhisek,abhisek@xyz.com,1,IAC - Q&A,Attending,"Priyadarshini College Of Engineering, Nagpur ",N/A,N/A,,Asst. Professor,2026,Jhalwar,8.5,8.1-9.0,4,Beginner,0-2 Lakh,8,5-10 LPA,no
4016,Murtaza Shabbir,murtazashabbir@xyz.com,1,IAC - Q&A,Attending,G H Raisoni Institut Of Engineering And Technology Pune,N/A,N/A,,Students,2024,Tirupati,8.5,8.1-9.0,3,Beginner,0-2 Lakh,8,5-10 LPA,no
4017,Sultan,sultan@xyz.com,1,IAC - Q&A,Attending,Government Polytechnic Gandhinagar,N/A,N/A,,Professor,2024,Vijaywada,8.7,8.1-9.0,5,Intermediate,0-2 Lakh,9,5-10 LPA,yes
4018,Siddhi,siddhi@xyz.com,1,IAC - Q&A,Attending,"B. K. Birla College Of Arts, Science & Commerce (Autonomous), Kalyan",N/A,N/A,,HoD,2023,Eluru,8.3,8.1-9.0,4,Beginner,0-2 Lakh,7,5-10 LPA,no
4019,Shatrughan,shatrughan@xyz.com,1,IAC - Q&A,Attending,"Kle Society'S College Of Bca, Rls Institute, Belagavi",N/A,N/A,,Professor,2025,Nagaon,8.6,8.1-9.0,3,Beginner,0-2 Lakh,19,10-20LPA,no
4020,Rastrasant Tukdoji Maharaj,rastrasanttukdojimaharaj@xyz.com,1,IAC - Q&A,Attending,"Priyadarshini College Of Engineering, Nagpur ",N/A,N/A,,Students,2026,Tezpur,8.5,8.1-9.0,7,Expert,0-2 Lakh,25,20-40LPA,no
4021,Beryl,beryl@xyz.com,1,IAC - Q&A,Attending,St.Francis Institute Of Technology,N/A,N/A,,Students,2024,Sivasagar,9.1,9.1-10,7,Expert,0-2 Lakh,22,20-40LPA,no
4022,Vedprakash,vedprakash@xyz.com,1,IAC - Q&A,Attending,"Symbiosis Institute Of Technology, Pune",N/A,N/A,,Principal,2023,Chapra,7.2,7.1-8.0,5,Intermediate,0-2 Lakh,20,10-20LPA,no 
4023,Alafiya,alafiya@xyz.com,1,IAC - Q&A,Attending,"Mit Academy Of Engineering ,Alandi",N/A,N/A,,Students,2023,Darbhanga,7.6,7.1-8.0,3,Beginner,0-2 Lakh,15,10-20LPA,no 
4024,Pinky,pinky@xyz.com,1,IAC - Q&A,Attending,"Priyadarshini College Of Engineering, Nagpur ",N/A,N/A,,Principal,2023,Motihari,6.6,6.0 - 7.0,7,Expert,0-2 Lakh,19,10-20LPA,no
4025,Pawansing,pawansing@xyz.com,1,IAC - Q&A,Attending,Silicon Institute Of Technology,N/A,N/A,,Students,2024,Muzaffarpur,8.1,8.1-9.0,4,Beginner,0-2 Lakh,25,20-40LPA,no
4026,Sanghavi,sanghavi@xyz.com,1,IAC - Q&A,Attending,"Vidyalankar Institute Of Technology, Mumbai",N/A,N/A,,Students,2024,Bhilai,8,7.1-8.0,3,Beginner,0-2 Lakh,9,5-10 LPA,yes
4027,Gururaj,gururaj@xyz.com,1,IAC - Q&A,Attending,"Vishwakarma Institute Of Technology, Pune",N/A,N/A,,Principal,2023,Daman,6.8,6.0 - 7.0,4,Beginner,0-2 Lakh,7,5-10 LPA,yes
4028,Anway Shailesh,anwayshailesh@xyz.com,1,IAC - Q&A,Attending,"Kle Society'S College Of Bca, Rls Institute, Belagavi",N/A,N/A,,HoD,2025,Diu,6.7,6.0 - 7.0,4,Beginner,0-2 Lakh,21,20-40LPA,yes
4029,Bhikan,bhikan@xyz.com,1,IAC - Q&A,Attending,"Priyadarshini College Of Engineering, Nagpur ",N/A,N/A,,Students,2025,Silvassa,7.9,7.1-8.0,3,Beginner,0-2 Lakh,5,5-10 LPA,no
4030,Hrutik,hrutik@xyz.com,1,IAC - Q&A,Attending,New Horizon Institute Of Technology And Management ,N/A,N/A,,HoD,2024,New Delhi,6.9,6.0 - 7.0,7,Expert,0-2 Lakh,21,20-40LPA,no
4031,Koustubh ,koustubh@xyz.com,1,IAC - Q&A,Attending,"Symbiosis Institute Of Technology, Pune",N/A,N/A,,Students,2023,Madgaon,8.3,8.1-9.0,3,Beginner,0-2 Lakh,7,5-10 LPA,no
4032,Bhavik,bhavik@xyz.com,1,IAC - Q&A,Attending,"Mit Academy Of Engineering ,Alandi",N/A,N/A,,Students,2026,Ahemdabad,7.2,7.1-8.0,4,Beginner,0-2 Lakh,20,10-20LPA,no
4033,Kamla,kamla@xyz.com,1,IAC - Q&A,Attending,Lokmanya Tilak College Of Engineering Koparkhairane Navi Mumbai,N/A,N/A,,HoD,2023,Kheda,9.3,9.1-10,7,Expert,0-2 Lakh,21,20-40LPA,no 
4034,Dipannita,dipannita@xyz.com,1,IAC - Q&A,Attending,"Priyadarshini College Of Engineering, Nagpur ",N/A,N/A,,Students,2024,Morbi,9.6,9.1-10,5,Intermediate,0-2 Lakh,8,5-10 LPA,no 
4035,Paresh,paresh@xyz.com,1,IAC - Q&A,Attending,"Vidyalankar Institute Of Technology, Mumbai",N/A,N/A,,Students,2025,Nadiad,9.1,9.1-10,5,Intermediate,0-2 Lakh,9,5-10 LPA,yes
4036,Dhrumil,dhrumil@xyz.com,1,IAC - Q&A,Attending,Pillai College Of Engineering New Panvel,N/A,N/A,,Students,2023,Valsad,7.2,7.1-8.0,7,Expert,0-2 Lakh,30,20-40LPA,yes
4037,Faheem,faheem@xyz.com,1,IAC - Q&A,Attending,"Vidyalankar Institute Of Technology, Mumbai",N/A,N/A,,HoD,2024,Chandigarh,6.7,6.0 - 7.0,5,Intermediate,0-2 Lakh,8,5-10 LPA,no
4038,Bhoomika,bhoomika@xyz.com,1,IAC - Q&A,Attending,"S.I.E.S. Graduate School Of Technology, Nerul, Navi Mumbai",N/A,N/A,,Students,2025,Faridabad,7.1,7.1-8.0,5,Intermediate,0-2 Lakh,19,10-20LPA,no
4039,Vibhav ,vibhav@xyz.com,1,IAC - Q&A,Attending,Government Polytechnic Gandhinagar,N/A,N/A,,Students,2026,Hisar,9.5,9.1-10,5,Intermediate,0-2 Lakh,17,10-20LPA,no
4040,Nachiket,nachiket@xyz.com,1,IAC - Q&A,Attending,"B. K. Birla College Of Arts, Science & Commerce (Autonomous), Kalyan",N/A,N/A,,Students,2023,Jind,9.2,9.1-10,5,Intermediate,0-2 Lakh,18,10-20LPA,yes
4041,Vallabh Ashish,vallabhashish@xyz.com,1,IAC - Q&A,Attending,"B. K. Birla College Of Arts, Science & Commerce (Autonomous), Kalyan",N/A,N/A,,Students,2023,Rohtak,9.1,9.1-10,3,Beginner,0-2 Lakh,8,5-10 LPA,yes
4042,Venkatanarayana,venkatanarayana@xyz.com,1,IAC - Q&A,Attending,"Vishwakarma Institute Of Technology, Pune",N/A,N/A,,Asst. Professor,2025,Sirsa,6.9,6.0 - 7.0,7,Expert,0-2 Lakh,8,5-10 LPA,no
4043,Rupa,rupa@xyz.com,1,IAC - Q&A,Attending,St.Francis Institute Of Technology,N/A,N/A,,Asst. Professor,2024,Kangra,9.2,9.1-10,7,Expert,0-2 Lakh,17,10-20LPA,yes
4044,Pushp Lochan,pushplochan@xyz.com,1,IAC - Q&A,Attending,New Horizon Institute Of Technology And Management ,N/A,N/A,,Students,2023,Hamirpur,7.3,7.1-8.0,7,Expert,0-2 Lakh,13,10-20LPA,no
4045,Samir,samir@xyz.com,1,IAC - Q&A,Attending,G H Raisoni Institut Of Engineering And Technology Pune,N/A,N/A,,Students,2025,Jammu,8.7,8.1-9.0,3,Beginner,0-2 Lakh,7,5-10 LPA,yes
4046,Elita,elita@xyz.com,1,IAC - Q&A,Attending,D Y Patil Institute Of Mca And Management Akurdi Pune,N/A,N/A,,Students,2023,Srinagar,8,7.1-8.0,5,Intermediate,0-2 Lakh,25,20-40LPA,no
4047,Chandani ,chandani@xyz.com,1,IAC - Q&A,Attending,St Xavier'S College ,N/A,N/A,,Students,2024,Bengaluru,9.7,9.1-10,7,Expert,0-2 Lakh,20,10-20LPA,no
4048,Elisha ,elisha@xyz.com,1,IAC - Q&A,Attending,Government Polytechnic Gandhinagar,N/A,N/A,,Students,2024,Kolar,9.3,9.1-10,5,Intermediate,0-2 Lakh,13,10-20LPA,yes
